Number One, Number Two, Their GCD, Time Spent(Milliseconds)
46118, 7864, 2, 0.0
29068, 37409, 1, 0.0
2226, 74671, 1, 0.0
65812, 31285, 1, 0.0
15612, 20972, 4, 0.0
36122, 68391, 1, 0.0
88896, 30555, 3, 0.0
73970, 24241, 1, 0.0
78613, 92649, 1, 0.0
90465, 28896, 3, 0.0
26924, 72002, 2, 0.0
68518, 65516, 2, 0.0
56643, 51123, 3, 0.0
10890, 85972, 2, 0.0
93080, 92929, 1, 0.0
77670, 14529, 3, 0.0
77760, 87648, 96, 0.0
1897, 39255, 1, 0.0
50121, 50401, 1, 0.0
16281, 35402, 1, 0.0
30310, 78730, 10, 0.0
86780, 50052, 4, 0.0
91103, 67647, 1, 0.0
43980, 72521, 1, 0.0
31990, 22623, 1, 0.0
24848, 70077, 1, 0.0
13310, 11340, 10, 0.0
52884, 34172, 4, 0.0
7729, 37191, 1, 0.0
73279, 86613, 1, 0.0
20051, 12555, 1, 0.0
4038, 79464, 6, 0.0
68400, 29155, 5, 0.0
20239, 40716, 1, 0.0
82864, 26721, 1, 0.0
6261, 85960, 1, 0.0
74509, 6835, 1, 0.0
81882, 5953, 1, 0.0
94339, 85397, 1, 0.0
56181, 74179, 1, 0.0
80751, 87795, 3, 0.0
4105, 96975, 5, 0.0
13511, 65283, 1, 0.0
16890, 71179, 1, 0.0
31888, 7137, 1, 0.0
21326, 23101, 1, 0.0
85768, 56371, 1, 0.0
52035, 94772, 1, 0.0
71554, 99656, 2, 0.0
21457, 90840, 1, 0.0
90877, 52348, 1, 0.0
70257, 78854, 1, 0.0
18125, 85858, 1, 0.0
37508, 23807, 1, 0.0
19557, 45869, 1, 0.0
81923, 25575, 1, 0.0
94305, 64592, 1, 0.0
36239, 27665, 1, 0.0
14331, 5930, 1, 0.0
89344, 23621, 1, 0.0
84740, 11737, 1, 0.0
45766, 12434, 2, 0.0
70035, 73782, 3, 0.0
22053, 68173, 1, 0.0
30735, 12025, 5, 0.0
72131, 16424, 1, 0.0
4409, 45546, 1, 0.0
26737, 80749, 1, 0.0
38065, 74942, 1, 0.0
59255, 78075, 5, 0.0
