Number One, Number Two, Their GCD, Time Spent(Milliseconds)
50604, 1843, 1, 0.0
13566, 16043, 1, 0.0
89659, 45084, 1, 0.0
64755, 45321, 3, 0.0
70327, 58423, 1, 0.0
18511, 6396, 1, 0.0
25091, 92925, 1, 0.0
31252, 30241, 1, 0.0
35245, 55568, 1, 0.0
44615, 92869, 1, 0.0
21977, 92209, 1, 0.0
7766, 76274, 22, 0.0
8288, 64583, 1, 0.0
11522, 48437, 1, 0.0
34490, 90818, 2, 0.0
28826, 65487, 1, 0.0
16693, 35787, 1, 0.0
10337, 11762, 1, 0.0
83450, 54438, 2, 0.0
20770, 97052, 2, 0.0
5882, 97842, 2, 0.0
92703, 80873, 13, 0.0
24368, 24586, 2, 0.0
18298, 30196, 2, 0.0
67125, 21696, 3, 0.0
33595, 12657, 1, 0.0
33611, 65111, 1, 0.0
75861, 71066, 1, 0.0
16634, 57587, 1, 0.0
76161, 3747, 3, 0.0
15230, 65096, 2, 0.0
85237, 20512, 1, 0.0
93446, 33837, 1, 0.0
36193, 56937, 1, 0.0
55661, 72267, 1, 0.0
13118, 35476, 14, 0.0
45727, 1960, 1, 0.0
44796, 67330, 2, 0.0
61001, 99890, 1, 0.0
20409, 40565, 1, 0.0
78610, 87629, 1, 0.0
96912, 11829, 3, 0.0
25044, 15908, 4, 0.0
60679, 9848, 1, 0.0
32365, 35716, 1, 0.0
18979, 35705, 1, 0.0
53902, 21336, 2, 0.0
66382, 56104, 2, 0.0
14914, 3375, 1, 0.0
71274, 51779, 7, 0.0
23967, 50272, 1, 0.0
40205, 77185, 215, 0.0
3750, 59211, 3, 0.0
38648, 18066, 2, 0.0
61651, 10558, 1, 0.0
26369, 98046, 1, 0.0
40576, 60146, 2, 0.0
66992, 35890, 2, 0.0
84577, 20234, 1, 0.0
18169, 45388, 1, 0.0
72262, 74331, 1, 0.0
63295, 34268, 1, 0.0
68163, 5941, 1, 0.0
96499, 73136, 1, 0.0
31900, 41569, 11, 0.0
15343, 62105, 1, 0.0
41155, 28023, 1, 0.0
39478, 16080, 2, 0.0
65397, 12967, 1, 0.0
24782, 51180, 2, 0.0
